Processes ubuntu,Runnable,Blocked,pswitch,syscall,read,write,fork,exec,sem,msg
2024-03-26 16:19:19,5,0,628.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:21,5,0,1169.7,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0
2024-03-26 16:19:23,5,0,926.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:25,6,0,740.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:27,5,0,1093.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:29,5,0,916.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:31,5,0,810.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:33,5,0,820.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:35,5,0,1004.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:37,5,0,957.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:39,5,0,783.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:41,5,0,769.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:43,5,0,825.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:45,5,0,778.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:47,5,0,852.8,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0
2024-03-26 16:19:49,5,0,931.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:51,5,0,996.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:53,5,0,714.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:55,5,0,795.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:57,5,0,892.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:59,5,0,768.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:20:01,5,0,941.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:20:03,5,0,771.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:20:05,5,0,721.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:20:07,5,0,844.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:20:09,5,0,820.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:20:11,5,0,894.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:20:13,5,0,471.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:20:15,6,0,820.2,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0
