Processes raspberrypi,Runnable,Blocked,pswitch,syscall,read,write,fork,exec,sem,msg
2024-03-31 22:29:09,5,0,349.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:11,5,0,209.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:13,5,0,244.4,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0
2024-03-31 22:29:15,5,0,174.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:17,5,0,207.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:19,5,0,339.5,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:29:21,5,0,175.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:23,5,0,256.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:25,5,0,253.3,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0
2024-03-31 22:29:27,5,0,298.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:29,5,0,243.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:31,5,0,241.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:33,5,0,313.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:35,5,0,213.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:37,5,0,301.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:39,5,0,318.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:41,5,0,173.9,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:29:43,5,0,231.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:45,5,0,318.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:47,5,0,264.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:49,5,0,285.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:51,5,0,297.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:53,5,0,181.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:55,5,0,316.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:57,5,0,165.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:59,5,0,157.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:01,5,0,322.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:03,5,0,265.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:05,5,0,287.8,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:30:07,5,0,395.9,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0
2024-03-31 22:30:09,5,0,312.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:11,5,0,217.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:13,5,0,319.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:15,5,0,315.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
